dom_edific,nombre_est,nomb_abrev,telefono,comunas,barrio,longitude,latitude,,,,,,,,
Bolívar 1235,Esc. de Comercio Nº 04 Baldomero Fernández Moreno,EC 04,4361-8965/7617,1,SAN TELMO,-58.3729,-34.6223,,,,,,,,
Bolívar 1235,Esc. de Comercio Nº 27 Antártida Argentina,EC 27,4361-8965,1,SAN TELMO,-58.3729,-34.6223,,,,,,,,
Bolívar 1235,Esc. Normal Superior Nº 03 Bernardino Rivadavia (sede),ENS 03 B Rivadavia (s),4361-0424/0417/8965,1,SAN TELMO,-58.3729,-34.6223,,,,,,,,
Avda. Paseo Colón 255,Jardín Maternal Nº 06/04º,JM 06/04,4339-7876,1,MONTSERRAT,-58.3698,-34.6107,,,,,,,,
Azopardo 1504,Escuela Infantil N° 03/04°,EI 03/04,4362-6048 4300-1644,4,BOCA,-58.3662,-34.6255,,,,,,,,
Cap. Gral. Ramón Freire 929,Centro Educativo de Nivel Secundario N° 28 SUTERH,CENS 28,5354-6600,13,COLEGIALES,-58.4514,-34.5757,,,,,,,,
Avda. Paseo Colón 650,Centro Educativo de Nivel Secundario N° 38,CENS 38,4342-6886,1,MONTSERRAT,-58.3687,-34.6152,,,,,,,,
Venezuela 330,Centro de Formación Profesional N° 28 - Ministro José María Freire (sede) - SUTERH,CFP 28 (s),4342-8929,1,MONTSERRAT,-58.371,-34.6137,,,,,,,,
Sarmiento 2058,Centro Educativo de Nivel Primario N° 15 - SUTERH,CENP 15,4672-2684 4342-5628,3,BALVANERA,-58.3959,-34.606,,,,,,,,
Avda. Pavón 4175,Centro Educativo Cursos Especiales - UOEP,CECE UOEP,4342-8929,5,BOEDO,-58.4228,-34.6309,,,,,,,,
Carlos Calvo 1140,Centro Educativo de Nivel Secundario N° 54,CENS 54 AFIP,,1,CONSTITUCION,-58.3822,-34.6199,,,,,,,,
Perú 482,Centro Educativo de Nivel Secundario N° 21,CENS 21 UTE,4331-3509,1,MONTSERRAT,-58.3745,-34.6135,,,,,,,,
Perú 482,Centro de Formación Profesional N° 14 - Eduardo Vicente - UTE,CFP 14 UTE,4331-3501/9,1,MONTSERRAT,-58.3745,-34.6135,,,,,,,,
Humberto I° 102,Centro de Formación Profesional N° 27 (anexo) - Instituto Privado 13 de Julio,CFP 27 (a),4361-7075,1,SAN TELMO,-58.3672,-34.6207,,,,,,,,
Avda. Independencia 766,Centro Educativo de Nivel Primario N° 14 - Sindicato de Luz y Fuerza,CENP 14,,1,SAN TELMO,-58.3769,-34.6176,,,,,,,,
Humberto I° 340,Centro de Alfabetización, Educación Básica y Trabajo N° 76,CAEByT 76,Dir de Educación del Adulto y del Adolescente,4,-58.3704,-34.6207,,,,,,,,
Osvaldo Cruz 3478,Centro de Terminalidad a Distancia - Parroquia de Caacupé,CTD EPA Caacupé,,4,BARRACAS,-58.3967,-34.6562,,,,,,,,
Alvarado 3295,Escuela Infantil N° 07/05° Padre Daniel de la Sierra,EI 07/05,4303-3430,4,BARRACAS,-58.3945,-34.6483,,,,,,,,
Prof. Dr. Pedro Chutro 3380,Escuela Infantil N° 05/05° Maria Eva Duarte de Perón,EI 05/05,4912-6780,4,PARQUE PATRICIOS,-58.4106,-34.6431,,,,,,,,
Río Cuarto 1993,Centro Educativo de Nivel Secundario N° 51,CENS 51 Gendarmería,4301-8678/5950,4,BARRACAS,-58.3755,-34.65,,,,,,,,
Perú 946,Centro Educativo de Nivel Secundario N° 60,CENS 60 Serv P Federal,4361-0917,1,SAN TELMO,-58.3742,-34.619,,,,,,,,
Avda. Regimiento de los Patricios 1933,Esc. de Educación Media N° 02/04° E.Reingreso,EEM 02/04 R,4302-4852,4,BARRACAS,-58.3682,-34.6485,,,,,,,,
Gral. Hornos 530,Esc. Primaria Común N° 01 Estado Plurinacional de Bolivia,EPjc 01,4307-7347,4,BARRACAS,-58.3772,-34.6339,,,,,,,,
Gral. Hornos 530,Centro Educativo Complementario de Idiomas Extranjeros Nº 05,CECIE 05,4307-7347,4,BARRACAS,-58.3772,-34.6339,,,,,,,,
Avda. Almafuerte 66,Jardín de Infantes Integral Nº 08/05º,JII 08/05,4911-1082/9365,4,PARQUE PATRICIOS,-58.4113,-34.6391,,,,,,,,
Avda. Almafuerte 66,Esc. Primaria Común N° 02 Patricios,EPjc 02,4911-1082/2953,4,PARQUE PATRICIOS,-58.4113,-34.6391,,,,,,,,
Avda. Caseros 734,Esc. Primaria p/Adultos Nº 07 Juan de Garay,EPA 07,4307-7801,4,BARRACAS,-58.3749,-34.6272,,,,,,,,
Avda. Amancio Alcorta 1934,Jardín de Infantes Nucleado B (EPCjs 08/05º),JIN B (08),4301-0574,4,BARRACAS,-58.3886,-34.6397,,,,,,,,
Avda. Amancio Alcorta 1934,Esc. Primaria Común Nº 08 Carlos Norberto Vergara,EPjs 08,4301-0574,4,BARRACAS,-58.3886,-34.6397,,,,,,,,
Luzuriaga 1571,Jardín de Infantes Común Nº 03/05º,JIC 03/05,4301-7741,4,BARRACAS,-58.3873,-34.6532,,,,,,,,
Luzuriaga 1571,Esc. Primaria Común Nº 09 Jose Pedro Varela,EPjs 09,4301-4774,4,BARRACAS,-58.3873,-34.6532,,,,,,,,
Iguazú 1110,Esc. Primaria Común Nº 10 Deán Diego Estanislao de Zavaleta,EPjc 10,4912-0160,4,BARRACAS,-58.4046,-34.6501,,,,,,,,
Iguazú 1110,Centro Educativo de Nivel Secundario N° 75,CENS 75,,4,BARRACAS,-58.4046,-34.6501,,,,,,,,
Lafayette 1879,Esc. Primaria Común Nº 11 República de Haiti,EPjs 11,4301-2148,4,BARRACAS,-58.3903,-34.6567,,,,,,,,
Lafayette 1879,Esc. Primaria p/Adultos Nº 11 Republica de Haiti,EPA 11,4301-2148 4302-3643,4,BARRACAS,-58.3903,-34.6567,,,,,,,,
Rio Cuarto y Montesquieu,Escuela Infantil N° 12/05°,EI 12/05,4302-3095,4,BARRACAS,-58.3971,-34.6525,,,,,,,,
Rio Cuarto y Montesquieu,Esc. Primaria Común Nº 12 Horacio Quiroga,EPjs 12,4302-4324,4,BARRACAS,-58.3971,-34.6525,,,,,,,,
Salom 332,Esc. Primaria Común Nº 13 Fray Mamerto Esquiú,EPjc 13,4301-2398,4,BARRACAS,-58.3825,-34.6463,,,,,,,,
Cachi 77,Jardín de Infantes Común Nº 04/05º (sede),JIC 04/05 (s),4911-8699 4912-1959,4,NUEVA POMPEYA,-58.4133,-34.6442,,,,,,,,
Cachi 77,Esc. Primaria Común Nº 14 Provincia de San Luis,EPjs 14,4911-8699/5517,4,NUEVA POMPEYA,-58.4133,-34.6442,,,,,,,,
Avda. Manuel Montes de Oca 807,Jardín de Infantes Nucleado A (EPCjs 15/05º),JIN A (15),4302-2208,4,BARRACAS,-58.3751,-34.6372,,,,,,,,
Avda. Manuel Montes de Oca 807,Esc. Primaria Común Nº 15 Arzobispo Mariano Antonio Espinosa,EPjs 15,4302-2208,4,BARRACAS,-58.3751,-34.6372,,,,,,,,
Avda. Amancio Alcorta 3402,Esc. Primaria Común Nº 16 Sabina Bove de Bozalla,EPjc 16,4911-6555,4,NUEVA POMPEYA,-58.4075,-34.6524,,,,,,,,
Avda. Amancio Alcorta 3402,Esc. Primaria p/Adultos Nº 16 Sabina Bove de Bozalla,EPA 16,4911-6555,4,NUEVA POMPEYA,-58.4075,-34.6524,,,,,,,,
Traful 3835,Esc. Primaria Común Nº 17 Pedro Meliton Ledesma,EPjs 17,4911-8654,4,NUEVA POMPEYA,-58.4149,-34.6516,,,,,,,,
Traful 3835,Esc. Primaria p/Adultos Nº 17 Pedro Meliton Ledesma,EPA 17,4911-8654,4,NUEVA POMPEYA,-58.4149,-34.6516,,,,,,,,
Avda. Caseros 2152,Jardín de Infantes Nucleado B (EPCjc 18/05º),JIN B (18),4304-2939,4,PARQUE PATRICIOS,-58.3928,-34.6349,,,,,,,,
Avda. Caseros 2152,Esc. Primaria Común Nº 18 Juan Enrique Pestalozzi,EPjc 18,4304-2939,4,PARQUE PATRICIOS,-58.3928,-34.6349,,,,,,,,
Pichincha 1873,Esc. Primaria Común Nº 26 Brigadier Miguel de Azcuenaga,EPjc 26,4308-2808,4,PARQUE PATRICIOS,-58.3963,-34.6311,,,,,,,,
Santo Domingo 3940,Escuela Infantil N° 09/05°,EI 09/05,4302-3095,4,NUEVA POMPEYA,-58.405,-34.6552,,,,,,,,
Moldes 2043,Jardín de Infantes Común Nº 03/10,JIC 03/10,4787-2691 4788-8319,13,BELGRANO,-58.4589,-34.5641,,,,,,,,
Moldes 2043,Esc. Primaria Común N° 05 Juan Bautista Alberdi,EPjc 05,4787-2691,13,BELGRANO,-58.4589,-34.5641,,,,,,,,
Moldes 2043,Centro Educativo Complementario de Idiomas Extranjeros Nº 10,CECIE 10,4787-2691,13,BELGRANO,-58.4589,-34.5641,,,,,,,,
Besares 2990,Esc. Primaria Común N° 06 Manuel Dorrego,EPjc 06,4702-9978,12,SAAVEDRA,-58.4763,-34.5473,,,,,,,,
Avda. Cabildo 3615,Esc. Primaria Común N° 07 Manuel J. García,EPjc 07,4702-4839,13,NUÑEZ,-58.4676,-34.5493,,,,,,,,
Avda. Cabildo 3615,CENOF Centro Cabildo,CENOF Cabildo,4702-4839,13,NUÑEZ,-58.4676,-34.5493,,,,,,,,
Mendoza 1000,Jardín de Infantes Integral Nº 04/10º,JII 04/10,4787-3622,13,BELGRANO,-58.4428,-34.5525,,,,,,,,
Mendoza 1000,Esc. Primaria Común Nº 08 Alte. Ramon Gonzalez Fernandez,EPjc 08,4781-1715 4782-6153,13,BELGRANO,-58.4428,-34.5525,,,,,,,,
O'Higgins 3050,Jardín de Infantes Nucleado A (EPCjs 09/10º) [Sede],JIN A (09) (s),4702-5543,13,NUÑEZ,-58.4609,-34.5512,,,,,,,,
Varela 358,Jardín de Infantes Nucleado C (EPCjs 08/11º),JIN C (08),4612-5296,7,FLORES,-58.4635,-34.6338,,,,,,,,
Terrada 3063,Centro Educativo de Nivel Primario N° 63 - El Faro,CENP 63,4672-2684,11,VILLA DEL PARQUE,-58.4889,-34.6003,,,,,,,,
Campana 777,Centro Educativo Cursos Especiales - Comedor Paula Albarracín,CECE Paula Albarracín,4672-2684,10,FLORESTA,-58.4782,-34.6239,,,,,,,,
Avda. Alvarez Jonte 1964,Jardín de Infantes Nucleado D (EPCjs 16/14º),JIN D (16),4581-4699,11,VILLA GRAL. MITRE,-58.4711,-34.6037,,,,,,,,
Avda. Alvarez Jonte 1964,Esc. Primaria Común Nº 16 Fray Justo Santa Maria de Oro,EPjs 16,4581-4699,11,VILLA GRAL. MITRE,-58.4711,-34.6037,,,,,,,,
Avda. Alvarez Jonte 1964,Esc. Primaria p/Adultos Nº 16 Fray Justo Santa Maria de Oro,EPA 16,4581-4699,11,VILLA GRAL. MITRE,-58.4711,-34.6037,,,,,,,,
Gral. Enrique Martínez 1432,Esc. Primaria Común Nº 17 Monseñor Gustavo J. Franceschi,EPjc 17,4552-5923,13,COLEGIALES,-58.4608,-34.5753,,,,,,,,
Avda. Federico Lacroze 3839,Esc. Primaria Común Nº 18 Cabildo de Buenos Aires,EPjc 18,4553-5347,15,CHACARITA,-58.4533,-34.5837,,,,,,,,
Avda. Federico Lacroze 3839,Esc. Primaria p/Adultos Nº 18 Cabildo de Buenos Aires,EPA 18,4553-5347,15,CHACARITA,-58.4533,-34.5837,,,,,,,,
Avda. Elcano 4861,Jardín de Infantes Nucleado C (EPCjc 20/14º),JIN C (20),4553-1049,15,PATERNAL,-58.4677,-34.592,,,,,,,,
Gral. Urquiza 48,Centro Educativo de Nivel Primario N° 20 - Centro La Balsa,CENP 20,,3,BALVANERA,-58.4101,-34.6111,,,,,,,,
Avda. Amancio Alcorta 3950,Centro Educativo de Nivel Primario N° 23 - Club Social y Deportivo Franja de Oro,CENP 23,4911-1566,4,NUEVA POMPEYA,-58.4144,-34.6561,,,,,,,,
Sarmiento 2233,Centro Educativo Cursos Especiales - Sociedad Hebraica,CECE Hebraica,,3,BALVANERA,-58.3985,-34.6058,,,,,,,,
Rio Cuarto y Montesquieu,Centro de Alfabetización, Educación Básica y Trabajo N° 88,CAEByT 88,Dir de Educación del Adulto y del Adolescente,5,-58.3971,-34.6525,,,,,,,,
Cayasta 3370,Centro de Alfabetización, Educación Básica y Trabajo N° 19,CAEByT 19,Dir de Educación del Adulto y del Adolescente,5,-58.3947,-34.6511,,,,,,,,
Guaraní 272,Centro de Formación Profesional N° 19 - Cáritas,CFP 19 Cáritas,4919-1885/4091,4,NUEVA POMPEYA,-58.4144,-34.6421,,,,,,,,
Avda. Federico Lacroze 4181,Centro de Alfabetización, Educación Básica y Trabajo N° 24,CAEByT 24,Dir de Educación del Adulto y del Adolescente,14,-58.4552,-34.5864,104752,,,,,,,
Iriarte 3860,Jardín de Infantes Integral Nº 10/05º (anexo) El osito hormiguero,JII 10/05 (a),4912-2862,4,BARRACAS,-58.4033,-34.651,,,,,,,,
Luna 1913,Centro de Alfabetización, Educación Básica y Trabajo N° 11,CAEByT 11,Dir de Educación del Adulto y del Adolescente,5,-58.3951,-34.6592,,,,,,,,
Pepirí 1462,Centro de Formación Profesional N° 15 - Padre Daniel de la Sierra - Arzobispado de Bs As,CFP 15 ABA,4912-4500,4,NUEVA POMPEYA,-58.4062,-34.6549,,,,,,,,
Adolfo Alsina 2499,Jardín de Infantes Nucleado A (EPCjs 01/06º),JIN A (01),4951-8758,3,BALVANERA,-58.4014,-34.6121,,,,,,,,
Adolfo Alsina 2499,Esc. Primaria Común N° 01 Esteban de Luca,EPjs 01,4951-8758,3,BALVANERA,-58.4014,-34.6121,,,,,,,,
Adolfo Alsina 2499,Esc. Primaria p/Adultos Nº 01 Esteban de Luca,EPA 01,4951-8758,3,BALVANERA,-58.4014,-34.6121,,,,,,,,
La Rioja 1846,Esc. Primaria Común N° 02 Jose Maria Gutiérrez,EPjs 02,4941-3551,4,PARQUE PATRICIOS,-58.406,-34.6325,,,,,,,,
La Rioja 850,Jardín de Infantes Nucleado A (EPCjc 03/06º) [Sede],JIN A (03) (s),4931-4393 4932-3881,3,SAN CRISTOBAL,-58.4075,-34.6203,,,,,,,,
La Rioja 850,Esc. Primaria Común N° 03 Rufino Sanchez,EPjc 03,4433-2008 4981-4393,3,SAN CRISTOBAL,-58.4075,-34.6203,,,,,,,,
Quintino Bocayuva 620,Jardín de Infantes Nucleado B Maestro Escultor Francisco Reyes (EPCjs 04/06º),JIN B (04),4931-9628,5,ALMAGRO,-58.4223,-34.6192,,,,,,,,
Quintino Bocayuva 620,Esc. Primaria Común N° 04 Salvador María del Carril,EPjs 04,4931-9628,5,ALMAGRO,-58.4223,-34.6192,,,,,,,,
Quintino Bocayuva 620,Curso Vocacional de Danza y Expresión Corporal Infantil Nº 08,CV Dan Inf 08,4932-9628,5,ALMAGRO,-58.4223,-34.6192,,,,,,,,
Catamarca 462,Esc. Primaria Común N° 05 Paul Groussac,EPjc 05,4931-3198,3,BALVANERA,-58.4058,-34.6154,,,,,,,,
Catamarca 462,Centro Educativo de Nivel Secundario N° 70,CENS 70,4931-3198,3,BALVANERA,-58.4058,-34.6154,,,,,,,,
Saavedra 695,Jardín de Infantes Común Nº 03/06º,JIC 03/06,4943-0279 4941-9821,3,BALVANERA,-58.4027,-34.6176,,,,,,,,
Saavedra 695,Esc. Primaria Común N° 06 Dr. Guillermo Correa,EPjs 06,4943-0553/0279,3,BALVANERA,-58.4027,-34.6176,,,,,,,,
24 de Noviembre 1536,Esc. Primaria Común N° 07 Olegario Víctor Andrade,EPjc 07,4941-2966,3,SAN CRISTOBAL,-58.4098,-34.6291,,,,,,,,
24 de Noviembre 1536,Centro Educativo Complementario de Idiomas Extranjeros Nº 06,CECIE 06,4941-2966,3,SAN CRISTOBAL,-58.4098,-34.6291,,,,,,,,
Gral. Urquiza 277,Curso Vocacional de Folklore Nº 16,CV Folk 16,4941-2966,3,SAN CRISTOBAL,-58.41,-34.6137,,,,,,,,
Maza 1913,Jardín de Infantes Nucleado C (EPCjs 08/06º) [Sede],JIN C (08) (s),4921-0508,5,BOEDO,-58.4145,-34.6341,,,,,,,,
Maza 1913,Esc. Primaria Común Nº 08 Almafuerte,EPjs 08,4921-7220,5,BOEDO,-58.4145,-34.6341,,,,,,,,
Avda. Jujuy 1471,Esc. Primaria Común Nº 10 Francisco de Gurruchaga,EPjc 10,4941-5295,3,SAN CRISTOBAL,-58.4016,-34.627,,,,,,,,
Humberto I° 3171,Jardín de Infantes Nucleado B Maestro Escultor Francisco Reyes (EPCjc 11/06º) [Sede],JIN B (11) (s),4932-3785,3,SAN CRISTOBAL,-58.4101,-34.6236,,,,,,,,
Humberto I° 3171,Esc. Primaria Común Nº 11 Jose Federico Moreno,EPjc 11,4931-1541,3,SAN CRISTOBAL,-58.4101,-34.6236,,,,,,,,
Agrelo 3231,Esc. Primaria Común Nº 12 República del Paraguay,EPjc 12,4957-1382,3,BALVANERA,-58.4116,-34.6178,,,,,,,,
Gral. Urquiza 227,Jardín de Infantes Nucleado B Maestro Escultor Francisco Reyes (EPCjc 13/06º),JIN B (13),4931-9521,3,BALVANERA,-58.4101,-34.6131,,,,,,,,
Gral. Urquiza 227,Esc. Primaria Común Nº 13 Brig. Gral. Jose Matias Zapiola,EPjc 13,4931-9521,3,BALVANERA,-58.4101,-34.6131,,,,,,,,
Varela 358,Esc. Primaria Común Nº 08 Cnel. Ing. Pedro Antonio Cerviño,EPjs 08,4612-5296,7,FLORES,-58.4635,-34.6338,,,,,,,,
Cnel. Ramón L. Falcón 2934,Jardín de Infantes Nucleado C (EPCjc 09/11º),JIN C (09),4611-3181,7,FLORES,-58.4695,-34.6325,,,,,,,,
Cnel. Ramón L. Falcón 2934,Esc. Primaria Común Nº 09 Jose Maria Paz,EPjc 09,4611-3181,7,FLORES,-58.4695,-34.6325,,,,,,,,
Cnel. Ramón L. Falcón 2934,Curso Vocacional de Folklore Nº 11,CV Folk 11,4611-3181,7,FLORES,-58.4695,-34.6325,,,,,,,,
Avda. Lafuente 559,Jardín de Infantes Nucleado C (EPCjc 10/11º) [Sede],JIN C (10) (s),4611-5740,7,FLORES,-58.4656,-34.637,,,,,,,,
Avda. Lafuente 559,Esc. Primaria Común Nº 10 Ing. Octavio S. Pico,EPjc 10,4612-8948,7,FLORES,-58.4656,-34.637,,,,,,,,
Avda. Lafuente 559,Centro Educativo Complementario de Idiomas Extranjeros Nº 11,CECIE 11,4612-8948,7,FLORES,-58.4656,-34.637,,,,,,,,
Gregorio de Laferrere 3624,Jardín de Infantes Nucleado A (EPCjc 11/11º),JIN A (11),4612-2745,9,PARQUE AVELLANEDA,-58.4691,-34.6434,,,,,,,,
Gregorio de Laferrere 3624,Esc. Primaria Común Nº 11 Dr. Pedro Goyena,EPjc 11,4612-2745,9,PARQUE AVELLANEDA,-58.4691,-34.6434,,,,,,,,
Varela 753,Esc. Primaria Común Nº 12 Reconquista,EPjc 12,4611-1152,7,FLORES,-58.4602,-34.6382,,,,,,,,
Lautaro 1440,Jardín de Infantes Nucleado D (EPCjc 13/11º),JIN D (13),4631-7224,7,FLORES,-58.4476,-34.6416,,,,,,,,
Lautaro 1440,Esc. Primaria Común Nº 13 Francisca Jacques,EPjc 13,4631-7224,7,FLORES,-58.4476,-34.6416,,,,,,,,
Pergamino 211,Esc. Primaria Común Nº 14 Hogar Naval Stella Maris,EPjs 14,4612-9791,10,FLORESTA,-58.4734,-34.6351,,,,,,,,
Pergamino 211,Esc. Técnica Nº 37 Hogar Naval Stella Maris,ET 37,4612-3220,10,FLORESTA,-58.4734,-34.6351,,,,,,,,
Avda. Carabobo 253,Jardín de Infantes Nucleado D (EPCjs 15/11º) [Sede],JIN D (15) (s),4633-8485,7,FLORES,-58.4554,-34.6299,,,,,,,,
Avda. Carabobo 253,Esc. Primaria Común Nº 15 República Oriental del Uruguay,EPjs 15,4631-7572,7,FLORES,-58.4554,-34.6299,,,,,,,,
Avda. Carabobo 253,Esc. Primaria p/Adultos Nº 15 República Oriental del Uruguay,EPA 15,4631-7572,7,FLORES,-58.4554,-34.6299,,,,,,,,
Primera Junta 3445,Jardín de Infantes Nucleado A (EPCjs 16/11º),JIN A (16),4612-8172,7,FLORES,-58.4652,-34.6439,,,,,,,,
Primera Junta 3445,Esc. Primaria Común Nº 16 Dr. Francisco Javier Eugenio de Santa Cruz y Espejo,EPjs 16,4612-8172,7,FLORES,-58.4652,-34.6439,,,,,,,,
Gral. Eugenio Garzón 3950,Jardín de Infantes Nucleado B (EPCjc 17/11º) [Sede],JIN B (17) (s),4672-6954,9,PARQUE AVELLANEDA,-58.4764,-34.6431,,,,,,,,
Gral. Eugenio Garzón 3950,Esc. Primaria Común Nº 17 Gral. Juan Galo Lavalle,EPjc 17,4671-9760,9,PARQUE AVELLANEDA,-58.4764,-34.6431,,,,,,,,
José Bonifacio 3650,Jardín de Infantes Nucleado B (EPCjs 19/11º),JIN B (19),4671-1050,10,FLORESTA,-58.4764,-34.6374,,,,,,,,
José Bonifacio 3650,Esc. Primaria Común Nº 19 Fragata ARA Libertad,EPjs 19,4671-1050,10,FLORESTA,-58.4764,-34.6374,,,,,,,,
Fitz Roy 171,Esc. Primaria Común Nº 12 Herminia Brumana,EPjc 12,4854-6976,15,VILLA CRESPO,-58.4526,-34.5972,,,,,,,,
Almte. Francisco J. Seguí 2580,Jardín de Infantes Nucleado A (EPCjc 13/14º) [Sede],JIN A (13) (s),4584-2823,15,PATERNAL,-58.4611,-34.5968,,,,,,,,
Almte. Francisco J. Seguí 2580,Esc. Primaria Común Nº 13 Provincia del Neuquen,EPjc 13,4581-5059,15,PATERNAL,-58.4611,-34.5968,,,,,,,,
Avda. Jorge Newbery 3664,Esc. Primaria Común Nº 14 Dr. Luis Agote,EPjc 14,4553-6012,15,CHACARITA,-58.4493,-34.5845,,,,,,,,
Avda. Jorge Newbery 3664,Centro Educativo de Nivel Secundario N° 74,CENS 74,4553-6012,15,CHACARITA,-58.4493,-34.5845,,,,,,,,
Juan Agustín García 1511,Esc. Primaria Común Nº 15 Provincia de Mendoza,EPjs 15,4581-5608,15,PATERNAL,-58.4657,-34.6018,,,,,,,,
Juan Agustín García 1511,CENOF Centro Juan Agustín García,CENOF J A García,4581-5608,15,PATERNAL,-58.4657,-34.6018,,,,,,,,
Gral. Urquiza 227,Esc. Primaria p/Adultos Nº 13 Brig. Gral. Jose Matias Zapiola,EPA 13,4931-9521,3,BALVANERA,-58.4101,-34.6131,,,,,,,,
Castro Barros 965,Jardín de Infantes Común Nº 04/06º Mariano Boedo,JIC 04/06,4931-6149,5,BOEDO,-58.4193,-34.6238,,,,,,,,
Castro Barros 965,Esc. Primaria Común Nº 14 Intendente Alvear,EPjs 14,4931-1524,5,BOEDO,-58.4193,-34.6238,,,,,,,,
Rondeau 2751,Esc. Primaria Común N° 03 Dr. Juan Angel Golfarini - Inst. F. F. Bernasconi,EPjs 03 Bernasconi,4941-1696,4,PARQUE PATRICIOS,-58.4022,-34.6335,,,,,,,,
Hidalgo 635,Jardín de Infantes Nucleado B La Veleta de Caballito (EPCjs 20/07º) [Sede],JIN B (20) (s),4904-2175,6,CABALLITO,-58.4404,-34.6121,,,,,,,,
Hidalgo 635,Esc. Primaria Común Nº 20 Tte. Benjamin Matienzo,EPjs 20,4902-1431,6,CABALLITO,-58.4404,-34.6121,,,,,,,,
Hidalgo 635,Centro Educativo Complementario de Idiomas Extranjeros Nº 22,CECIE 22,4902-1431,6,CABALLITO,-58.4404,-34.6121,,,,,,,,
Puán 360,Esc. Primaria Común N° 03 Dr. Manuel Augusto Montes de Oca,EPjc 03,4432-4515,6,CABALLITO,-58.4471,-34.6268,,,,,,,,
Del Barco Centenera 747,Jardín de Infantes Nucleado E El Tranvia de Caballito (EPCjc 04/08º) [Sede],JIN E (04) (s),4431-2590,6,CABALLITO,-58.4401,-34.6283,,,,,,,,
Del Barco Centenera 747,Esc. Primaria Común N° 04 Organización de los Estados Americanos,EPjc 04,4432-1429,6,CABALLITO,-58.4401,-34.6283,,,,,,,,
Avda. Gral. Las Heras 4078,Esc. Técnica de Jardíneria Cristobal M. Hicken,ET C M Hicken,4832-8694,14,PALERMO,-58.4166,-34.5821,,,,,,,,
Avda. Dorrego 3751,Inst. Superior del Prof. de Educ. Inicial Sara Chamberlain de Eccleston (sede),IES S C Eccleston (s),4772-6357 4774-1756,14,PALERMO,-58.4185,-34.5646,,,,,,,,
Juan Francisco Seguí 3755,Centro Educativo p/Niños c/Trastornos Emocionales Severos Nº 02,CENTES 02,4802-0284,14,PALERMO,-58.4112,-34.5781,,,,,,,,
Nicaragua 5732,Esc. de Educ. Espec. y Form. Lab. Nº 04 Dr. Rafael Luis Arcone,EEEyFL 04,4771-3898/7696,14,PALERMO,-58.4349,-34.5807,,,,,,,,
Avda. Raúl Scalabrini Ortiz 2760,Esc. de Educ. Espec. Nº 17 Arminda Aberastury,EEE 17,4804-6120,14,PALERMO,-58.4139,-34.5836,,,,,,,,
Güemes 4059,Esc. de Educ. Espec. Nº 25 Macacha Güemes,EEE 25,4831-3022,14,PALERMO,-58.418,-34.5855,,,,,,,,
Darregueyra 2460,Esc. de Educ. Espec. Nº 26 Dr. Jorge Garber,EEE 26,4773-8047,14,PALERMO,-58.4242,-34.5803,,,,,,,,
Bonpland 1314,Esc. Domiciliaria Nº 08,EDom 08,4771-6250,14,PALERMO,-58.4413,-34.5866,,,,,,,,
La Pampa 1240,Esc. de Recuperación Nº 09,ER 09,4783-4988,13,BELGRANO,-58.4423,-34.558,,,,,,,,
Bonpland 1324,Jardín Maternal Nº 08/09º,JM 08/09,4772-8769,14,PALERMO,-58.4411,-34.5864,,,,,,,,
Cap. Gral. Ramón Freire 929,Centro Educativo de Nivel Secundario N° 17,CENS 17 SUTERH,4554-6629,13,COLEGIALES,-58.4514,-34.5757,,,,,,,,
Cap. Gral. Ramón Freire 929,Centro de Formación Profesional N° 28 - Ministro José María Freire (anexo) - SUTERH,CFP 28 (a),4554-6629,13,COLEGIALES,-58.4514,-34.5757,,,,,,,,
Cap. Gral. Ramón Freire 929,Centro Educativo de Nivel Primario N° 36 - SUTERH,CENP 36,4672-2684,13,COLEGIALES,-58.4514,-34.5757,,,,,,,,
Campana 777,Centro de Alfabetización, Educación Básica y Trabajo N° 02,CAEByT 02,Dir de Educación del Adulto y del Adolescente,12,-58.4782,-34.6239,,,,,,,,
Lafinur 3331,Centro Educativo de Nivel Primario N° 34 - Parroquia Santa Elena,CENP 34,4672-2684,14,PALERMO,-58.4122,-34.5773,,,,,,,,
Avda. Córdoba 5060,Centro Educativo de Nivel Primario N° 35 - Club Villa Malcolm,CENP 35,4772-9796,15,VILLA CRESPO,-58.435,-34.5912,,,,,,,,
La Pampa 452,Centro Educativo de Nivel Secundario N° 61,CENS 61 Aguas Argentinas,4784-0094 int. 169,14,PALERMO,-58.4341,-34.5531,,,,,,,,
Cuba 2039,Esc. Primaria Común N° 01 Casto Munita,EPjc 01,4784-2390/1640,13,BELGRANO,-58.4542,-34.5614,,,,,,,,
Cuba 2039,CENOF Centro Cuba,CENOF Cuba,4784-1640,13,BELGRANO,-58.4542,-34.5614,,,,,,,,
Moldes 1854,Esc. Primaria Común N° 03 Esteban Echeverría,EPjc 03,4781-5207,13,BELGRANO,-58.4576,-34.566,,,,,,,,
Juana Azurduy 2541,Jardín de Infantes Nucleado C (EPCjs 04/10º),JIN C (04),4702-7013,13,NUÑEZ,-58.4684,-34.5516,,,,,,,,
Juana Azurduy 2541,Esc. Primaria Común N° 04 Cnel. C. F. Brandsen,EPjc 04,4702-7013,13,NUÑEZ,-58.4684,-34.5516,,,,,,,,
